detectedActivity,geoHash,minuteOfDay,weekday,journey
8,1243184839,498,1,8107981156
7,1242479527,889,2,8115681079
3,1242479527,1205,0,8115681079
3,1242479527,930,1,8115681079
3,1243184839,495,4,8107981156
3,1242478163,1222,0,8115681079
3,1242478163,926,5,8115681079
3,1242478163,941,1,8115681079
3,1243184839,541,4,8107981156
3,1243184839,543,3,8107981156
3,1242479527,847,2,8115681079
3,1243163635,575,2,8107981156
3,1242478163,903,4,8115681079
3,1243184839,498,3,8107981156
7,1242479527,943,2,8115681079
3,1243184839,517,2,8107981156
3,1242479279,925,5,8115681079
3,1242479527,923,5,8115681079
3,1243184839,564,4,8107981156
3,1243184839,559,1,8107981156
3,1242479279,898,4,8115681079
3,1242479279,1181,0,8115681079
3,1243184839,605,6,8107980000
3,1242479527,927,3,8115681079
3,1243184839,511,2,8107981156
8,1243184839,518,3,8107981156
3,1242479527,877,1,8115681079
3,1242478163,877,2,8115681079
3,1243184839,568,2,8107981156
7,1242478163,874,5,8115681079
7,1242478163,892,3,8115681079
3,1243184839,566,6,8107980000
7,1242478163,855,4,8115681079
8,1243187567,561,4,8107981156
3,1242479527,929,5,8115681079
3,1243184839,553,5,8107981156
3,1243163635,571,6,8107980000
7,1242479527,851,1,8115681079
3,1243184839,554,4,8107981156
3,1242477915,886,4,8115681079
3,1242213175,1195,6,8000081079
3,1243184839,529,1,8107981156
3,1243184839,541,3,8107981156
3,1242479527,903,5,8115681079
3,1243184839,530,1,8107981156
7,1242479279,877,5,8115681079
3,1243184839,551,2,8107981156
8,1243184839,577,2,8107981156
7,1242479279,896,1,8115681079
3,1242479527,918,4,8115681079
3,1243184839,587,3,8107981156
3,1243184839,585,4,8107981156
3,1243184839,653,0,8107980300
3,1242478163,926,5,8115681079
3,1242478163,865,2,8115681079
3,1242477915,850,5,8115681079
3,1243187567,526,2,8107981156
3,1242478163,877,1,8115681079
3,1242479527,908,3,8115681079
3,1242479527,933,2,8115681079
3,1243184839,564,4,8107981156
3,1242479527,868,3,8115681079
3,1242213175,1190,6,8000081079
7,1242478163,856,4,8115681079
3,1242478163,921,5,8115681079
7,1242479527,890,3,8115681079
3,1243184839,610,0,8107981156
3,1243184839,610,6,8107980000
8,1243184963,555,3,8107981156
3,1242478163,845,2,8115681079
7,1242479279,891,2,8115681079
3,1243184839,526,2,8107981156
3,1243184839,534,4,8107981156
3,1242479527,942,1,8115681079
3,1243184839,540,4,8107981156
3,1242479527,945,1,8115681079
3,1243187567,604,6,8107980000
3,1243184839,583,5,8107981156
3,1243184963,626,6,8107980000
3,1243184839,501,1,8107981156
7,1242479527,853,5,8115681079
3,1242477915,920,5,8115681079
3,1243184839,638,6,8107980000
3,1242477915,871,4,8115681079
3,1243184839,563,1,8107981156
8,1243184839,519,5,8107981156
7,1242478163,892,4,8115681079
3,1243184839,529,1,8107981156
7,1242479279,889,1,8115681079
7,1242478163,878,2,8115681079
8,1243184839,582,4,8107981156
3,1242479527,935,4,8115681079
3,1243184839,504,2,8107981156
3,1243184839,506,1,8107981156
3,1242478163,929,5,8115681079
3,1242479527,923,5,8115681079
3,1243184839,495,2,8107981156
3,1243184839,539,3,8107981156
3,1243184839,560,6,8107980000
3,1243184839,616,0,8107981156
8,1243184839,519,2,8107981156
3,1243187567,571,1,8107981156
3,1242479527,915,3,8115681079
3,1243187567,528,5,8107981156
8,1243184839,528,2,8107981156
3,1243184839,533,3,8107981156
3,1243184839,531,1,8107981156
3,1242479279,880,1,8115681079
3,1242477915,901,4,8115681079
3,1242213299,1248,6,8000081079
3,1243184839,586,1,8107981156
3,1243184839,705,0,8107981156
3,1242478163,841,1,8115681079
8,1243184839,508,4,8107981156
3,1243184839,590,6,8107980000
3,1242478163,903,3,8115681079
8,1243184839,515,5,8107981156
3,1242478163,913,3,8115681079
7,1242479527,891,5,8115681079
3,1243184839,646,0,8107981156
7,1242478163,869,4,8115681079
3,1242479527,1225,0,8115681079
8,1243184839,535,2,8107981156
3,1243184839,543,3,8107981156
8,1243184839,501,5,8107981156
3,1243184839,581,3,8107981156
3,1243184839,541,1,8107981156
3,1243184839,537,5,8107981156
3,1243184963,639,0,8107981156
3,1243184839,512,1,8107981156
3,1242479527,886,2,8115681079
3,1242478163,871,2,8115681079
3,1243184839,528,4,8107981156
3,1243184963,598,6,8107980002
3,1243184839,556,6,8107980000
7,1242479527,939,4,8115681079
3,1242478163,878,3,8115681079
3,1243184839,689,0,8107981156
7,1242477915,943,5,8115681079
7,1242478163,941,4,8115681079
7,1242479527,897,3,8115681079
3,1242479527,883,4,8115681079
3,1243163635,548,4,8107981156
3,1243184839,530,5,8107981156
3,1242478163,897,1,8115681079
3,1242479527,867,3,8115681079
3,1243184839,551,6,8107980000
7,1242479527,853,3,8115681079
3,1243184839,501,4,8107981156
3,1243163635,547,1,8107981156
3,1243184839,538,3,8107981156
3,1243163635,640,6,8107980000
3,1242479527,945,1,8115681079
3,1242478163,1193,0,8115681079
7,1242479527,953,2,8115681079
3,1243184839,650,0,8107981156
8,1243184839,505,4,8107981156
3,1242479527,860,4,8115681079
3,1242478163,1203,0,8115681079
8,1243184839,587,5,8107981156
3,1242479527,911,3,8115681079
3,1243184839,532,2,8107981156
3,1243184839,503,3,8107981156
3,1242479527,924,1,8115681079
3,1243184839,512,5,8107981156
3,1243184839,618,6,8107980000
8,1243184839,552,2,8107981156
3,1243163635,534,3,8107981156
3,1242478163,886,1,8115681079
3,1242479527,677,6,8115680002
7,1242478163,892,2,8115681079
7,1242479527,917,2,8115681079
7,1242479527,905,5,8115681079
3,1242479527,869,3,8115681079
3,1242213299,1241,6,8000081079
8,1243184839,494,3,8107981156
7,1242479527,905,1,8115681079
3,1242213051,1220,6,8000281079
3,1243184839,578,1,8107981156
3,1243184839,538,5,8107981156
8,1243184839,503,4,8107981156
7,1242479527,853,3,8115681079
3,1242479279,883,1,8115681079
8,1243184839,512,4,8107981156
3,1242478163,891,5,8115681079
8,1243184839,570,3,8107981156
8,1243184839,564,5,8107981156
3,1243184839,570,1,8107981156
3,1242479279,1191,0,8115681079
3,1243184839,544,4,8107981156
3,1242478163,946,3,8115681079
3,1243184839,532,3,8107981156
7,1242479527,948,4,8115681079
3,1243184839,542,5,8107981156
7,1242478163,909,4,8115681079
3,1243184839,505,1,8107981156
3,1242478163,911,2,8115681079
7,1242479527,901,2,8115681079
3,1242479527,910,5,8115681079
7,1242479527,927,5,8115681079
8,1243184839,589,2,8107981156
3,1243184839,523,3,8107981156
3,1243184839,541,5,8107981156
3,1243184839,558,1,8107981156
3,1242479527,923,5,8115681079
8,1243187567,549,5,8107981156
3,1243184839,534,3,8107981156
7,1242479279,855,3,8115681079
3,1242479527,850,3,8115681079
8,1243184839,568,4,8107981156
3,1242213299,1200,6,8000081079
3,1243184839,521,3,8107981156
7,1242478163,946,5,8115681079
3,1243184839,506,1,8107981156
3,1242478163,919,3,8115681079
3,1242478163,911,4,8115681079
3,1242479279,856,1,8115681079
3,1243184839,571,2,8107981156
8,1243184839,525,2,8107981156
3,1242478163,854,5,8115681079
3,1242478163,937,2,8115681079
3,1243163635,504,2,8107981156
3,1242477915,860,1,8115681079
7,1242477915,863,3,8115681079
8,1243184839,533,5,8107981156
8,1243184839,586,5,8107981156
3,1243184839,634,0,8107981156
8,1243184839,495,5,8107981156
3,1242478163,1196,0,8115681079
8,1243184839,569,3,8107981156
3,1242479527,887,4,8115681079
7,1242479527,878,1,8115681079
3,1243184839,610,0,8107981156
3,1243184839,574,3,8107981156
3,1243184839,503,3,8107981156
8,1243184963,519,4,8107981156
3,1242479527,884,3,8115681079
7,1242479527,864,1,8115681079
3,1242478163,892,1,8115681079
3,1242479527,875,1,8115681079
3,1242213299,1183,6,8000081079
3,1242479527,926,1,8115681079
8,1243184839,551,2,8107981156
8,1243184839,505,5,8107981156
3,1243184839,538,4,8107981156
3,1242479527,918,2,8115681079
8,1243184839,535,3,8107981156
3,1242479279,945,2,8115681079
3,1243184839,496,1,8107981156
3,1243184839,557,1,8107981156
7,1242478163,889,2,8115681079
8,1243184839,559,1,8107981156
3,1243184839,561,4,8107981156
8,1243184839,523,5,8107981156
3,1243184839,587,6,8107980000
3,1243184839,541,2,8107981156
7,1242478163,943,4,8115681079
3,1243184839,527,5,8107981156
7,1242479527,905,4,8115681079
8,1243184839,582,1,8107981156
7,1242479527,897,2,8115681079
3,1242478163,864,2,8115681079
3,1242478163,1242,0,8115681079
3,1242213299,1150,6,8000081079
7,1242478163,864,5,8115681079
3,1242479527,910,2,8115681079
7,1242479279,899,3,8115681079
3,1242479527,877,2,8115681079
3,1243184839,528,1,8107981156
3,1242479527,863,4,8115681079
3,1243184839,575,5,8107981156
8,1243184839,567,3,8107981156
3,1243184839,534,4,8107981156
3,1243184839,562,6,8107980000
3,1242479527,853,4,8115681079
7,1242479527,853,5,8115681079
3,1242479279,852,2,8115681079
8,1243184839,547,5,8107981156
3,1243184839,580,2,8107981156
3,1242478163,897,1,8115681079
7,1242479527,943,2,8115681079
3,1242479279,887,1,8115681079
3,1243184839,510,2,8107981156
3,1243184963,579,5,8107981156
8,1243163635,557,4,8107981156
7,1242479279,946,3,8115681079
3,1243184839,697,0,8107980300
3,1242213175,1202,6,8000081079
7,1242479279,869,4,8115681079
3,1243184839,566,2,8107981156
3,1242478163,894,2,8115681079
8,1243184839,520,1,8107981156
3,1242479527,910,3,8115681079
7,1242478163,940,2,8115681079
7,1242479527,918,3,8115681079
7,1242479527,911,3,8115681079
3,1243184839,533,2,8107981156
3,1242213299,1222,6,8000081079
3,1243184839,583,3,8107981156
7,1242479527,931,3,8115681079
3,1242478163,882,5,8115681079
3,1242479527,888,3,8115681079
3,1243184839,563,4,8107981156
3,1243184839,552,5,8107981156
3,1243184839,626,6,8107980000
8,1243187567,520,5,8107981156
8,1243184839,533,5,8107981156
3,1243184839,501,1,8107981156
3,1243184839,513,3,8107981156
3,1243184839,505,2,8107981156
7,1242479279,937,2,8115681079
3,1243184839,571,5,8107981156
7,1242479527,935,5,8115681079
3,1242478163,887,4,8115681079
3,1242479527,922,4,8115681079
7,1242479527,937,3,8115681079
3,1243184839,681,0,8107981156
3,1243184839,525,1,8107981156
7,1242479279,920,2,8115681079
3,1243184839,560,2,8107981156
7,1242478163,913,2,8115681079
7,1242479279,909,4,8115681079
3,1243184839,583,4,8107981156
8,1243184839,575,4,8107981156
3,1242478163,920,4,8115681079
3,1243184839,493,5,8107981156
7,1242479527,895,4,8115681079
3,1242479527,885,3,8115681079
3,1242477915,880,1,8115681079
7,1242479527,894,1,8115681079
3,1243184839,670,0,8107980300
3,1242479279,898,2,8115681079
8,1243184839,517,3,8107981156
3,1243184839,634,0,8107981156
3,1243184839,579,1,8107981156
7,1242479279,920,5,8115681079
3,1243184839,533,2,8107981156
3,1243184839,512,4,8107981156
3,1242478163,860,3,8115681079
3,1242479527,929,1,8115681079
7,1242479279,948,3,8115681079
3,1243184839,549,1,8107981156
8,1243184839,574,1,8107981156
8,1243184839,546,5,8107981156
3,1243184839,511,4,8107981156
3,1243184839,548,2,8107981156
3,1243184839,558,6,8107980000
7,1242479527,873,4,8115681079
3,1243184839,549,3,8107981156
3,1242478163,888,1,8115681079
3,1243184839,569,4,8107981156
3,1243184839,560,4,8107981156
7,1242478163,918,3,8115681079
8,1243187567,569,5,8107981156
3,1243184839,562,6,8107980000
3,1242213051,1184,6,8000281156
7,1242477915,859,2,8115681079
7,1242479279,883,2,8115681079
7,1242479527,884,2,8115681079
3,1242479527,853,4,8115681079
7,1242479527,929,4,8115681079
3,1243184839,539,5,8107981156
3,1243184839,538,2,8107981156
3,1243184839,595,6,8107980000
3,1242477915,858,3,8115681079
7,1242477915,856,4,8115681079
3,1242211439,1282,0,8030081079
3,1243184839,550,5,8107981156
3,1243184839,641,0,8107981156
3,1243184839,505,2,8107981156
3,1243187567,526,4,8107981156
3,1243184839,566,2,8107981156
3,1243184839,542,1,8107981156
7,1242477915,903,4,8115681079
3,1243184839,564,4,8107981156
8,1243184839,566,5,8107981156
7,1242479279,907,4,8115681079
7,1242478163,946,3,8115681079
3,1242479527,945,3,8115681079
3,1243184963,493,4,8107981156
3,1242477915,906,1,8115681079
3,1243184839,522,5,8107981156
3,1243184839,572,3,8107981156
3,1242479279,916,5,8115681079
3,1243184963,671,0,8107981156
8,1243184839,588,2,8107981156
3,1242479527,944,4,8115681079
8,1243184839,524,4,8107981156
3,1243184839,583,4,8107981156
8,1243184963,518,4,8107981156
3,1243184839,622,0,8107981156
3,1242479527,934,1,8115681079
3,1242479279,902,3,8115681079
7,1242479527,947,3,8115681079
3,1243163635,676,0,8107981156
3,1242478163,898,5,8115681079
3,1242478163,897,1,8115681079
8,1243184839,586,5,8107981156
8,1243184839,511,5,8107981156
3,1242479527,884,3,8115681079
3,1242479527,860,4,8115681079
3,1242213299,1239,6,8000081079
8,1243184839,535,3,8107981156
7,1242478163,871,3,8115681079
8,1243184839,516,3,8107981156
8,1243184839,505,2,8107981156
3,1242479527,945,2,8115681079
8,1243184839,492,3,8107981156
3,1243184839,522,1,8107981156
3,1242477915,878,4,8115681079
3,1242477915,879,4,8115681079
3,1242479527,922,5,8115681079
7,1242478163,880,3,8115681079
3,1242479527,911,3,8115681079
3,1243163635,517,3,8107981156
3,1243184839,583,6,8107980000
3,1242478163,907,2,8115681079
3,1242478163,854,3,8115681079
3,1243163635,520,4,8107981156
3,1242479527,867,3,8115681079
3,1243184839,589,6,8107980000
7,1242478163,884,3,8115681079
3,1243184839,538,1,8107981156
3,1243184839,551,1,8107981156
3,1243184839,554,2,8107981156
3,1243184839,580,3,8107981156
8,1243184839,539,1,8107981156
3,1242479279,891,5,8115681079
3,1242478163,882,4,8115681079
3,1242478163,890,3,8115681079
8,1243187567,515,1,8107981156
3,1243187567,611,0,8107981156
8,1243184839,500,3,8107981156
3,1243184963,496,4,8107981156
3,1243184839,550,5,8107981156
3,1242478163,926,3,8115681079
3,1242478163,861,3,8115681079
3,1242478163,879,1,8115681079
8,1243184839,536,4,8107981156
7,1242478163,891,5,8115681079
3,1242213299,1220,6,8000081079
7,1242478163,859,3,8115681079
3,1243184839,762,6,8107981216
3,1243184839,521,4,8107981156
7,1242477915,904,2,8115681079
3,1242479279,866,2,8115681079
7,1242478163,924,4,8115681079
3,1243184839,547,2,8107981156
3,1243184839,496,4,8107981156
3,1243187567,615,6,8107980000
3,1243184839,569,2,8107981156
7,1242478163,948,5,8115681079
3,1243187567,508,2,8107981156
3,1243184839,543,5,8107981156
8,1243184839,501,5,8107981156
3,1243184839,616,6,8107980000
7,1242479527,885,5,8115681079
3,1242479527,904,1,8115681079
7,1242477915,910,1,8115681079
3,1243184839,496,2,8107981156
3,1242479527,861,2,8115681079
7,1242477915,945,4,8115681079
7,1242479527,933,2,8115681079
3,1242213175,1227,6,8000081079
3,1242479527,876,3,8115681079
8,1243184839,573,5,8107981156
8,1243184839,553,3,8107981156
3,1242478163,940,3,8115681079
7,1242478163,915,3,8115681079
8,1243184963,524,5,8107981156
3,1242479527,947,2,8115681079
3,1242479403,1305,6,8121681079
3,1242479527,942,4,8115681079
7,1242478163,858,2,8115681079
3,1242479527,921,1,8115681079
8,1243184963,575,1,8107981156
8,1243184839,507,2,8107981156
7,1242479527,879,1,8115681079
3,1243184839,491,4,8107981156
3,1243184839,501,1,8107981156
8,1243184839,531,3,8107981156
3,1242479279,940,3,8115681079
3,1243184839,573,6,8107980000
3,1242478163,943,5,8115681079
3,1243184963,550,4,8107981156
8,1243184839,511,5,8107981156
3,1243184839,545,2,8107981156
3,1243184839,543,3,8107981156
3,1242479279,911,4,8115681079
3,1242477915,942,5,8115681079
3,1242478163,902,2,8115681079
3,1243187567,564,6,8107980000
8,1243187567,582,5,8107981156
3,1243184839,555,4,8107981156
3,1243184839,582,6,8107980000
3,1242479279,910,1,8115681079
7,1242478163,949,2,8115681079
3,1242479279,852,5,8115681079
7,1242477915,926,1,8115681079
8,1243184839,558,2,8107981156
3,1243184839,543,3,8107981156
8,1243184839,562,4,8107981156
7,1242479527,877,1,8115681079
7,1242478163,900,1,8115681079
8,1243184963,563,2,8107981156
3,1242478163,876,5,8115681079
8,1243184839,589,4,8107981156
3,1242478163,877,2,8115681079
3,1242213299,1248,6,8000081079
3,1242213299,1186,6,8000081079
3,1242478163,908,3,8115681079
8,1243184839,522,2,8107981156
3,1243184839,564,5,8107981156
3,1243184839,490,4,8107981156
3,1242213299,1150,6,8000081079
3,1242211439,1381,0,8030081079
3,1243184839,535,2,8107981156
3,1242479527,924,4,8115681079
3,1243184839,707,0,8107981156
3,1242479527,916,1,8115681079
3,1242479527,927,1,8115681079
3,1243184839,492,3,8107981156
8,1243187567,555,4,8107981156
7,1242479527,926,2,8115681079
7,1242478163,869,2,8115681079
8,1243184839,541,4,8107981156
8,1243184839,579,2,8107981156
7,1242477915,888,4,8115681079
3,1243187567,579,4,8107981156
3,1242479279,942,1,8115681079
8,1243184839,579,4,8107981156
3,1243184839,511,4,8107981156
3,1243184839,519,5,8107981156
8,1243184839,555,4,8107981156
7,1242478163,847,2,8115681079
3,1243184839,510,3,8107981156
8,1243184839,565,2,8107981156
3,1242479279,949,2,8115681079
3,1243184839,545,4,8107981156
7,1242479527,933,5,8115681079
8,1243184839,573,1,8107981156
3,1243184839,559,4,8107981156
3,1242479527,929,2,8115681079
3,1242213299,1175,6,8000081079
3,1243184839,694,0,8107981156
8,1243184839,541,5,8107981156
3,1242479527,941,2,8115681079
8,1243184839,573,4,8107981156
3,1242479279,1249,0,8115681079
3,1243184839,499,3,8107981156
7,1242479527,854,3,8115681079
3,1243184839,508,1,8107981156
3,1243184839,498,5,8107981156
3,1243184839,494,4,8107981156
3,1242477915,844,3,8115681079
3,1243184839,571,4,8107981156
3,1243184839,569,5,8107981156
3,1243184839,492,5,8107981156
7,1242478163,877,5,8115681079
3,1242479527,853,4,8115681079
3,1242479279,1216,0,8115681079
3,1243184839,496,5,8107981156
3,1242478163,851,5,8115681079
3,1243184839,518,5,8107981156
7,1242478163,873,1,8115681079
3,1242213175,1190,6,8000081079
3,1242478163,942,2,8115681079
8,1243184839,503,5,8107981156
3,1242478163,892,4,8115681079
3,1242479527,882,5,8115681079
3,1243184839,589,1,8107981156
8,1243184839,577,3,8107981156
7,1242479279,891,1,8115681079
3,1243184839,495,3,8107981156
3,1243184839,498,4,8107981156
3,1242479527,910,4,8115681079
3,1242479527,930,4,8115681079
8,1243184839,501,3,8107981156
8,1243184963,493,2,8107981156
3,1243184839,501,4,8107981156
3,1242479527,901,2,8115681079
7,1242478163,944,2,8115681079
3,1243184839,557,1,8107981156
7,1242479527,928,4,8115681079
3,1242479527,892,4,8115681079
8,1243184839,530,1,8107981156
8,1243184839,578,1,8107981156
7,1242477915,939,1,8115681079
3,1243187567,553,1,8107981156
3,1242478163,1201,0,8115681079
3,1243184839,549,3,8107981156
8,1243184839,505,2,8107981156
3,1243184839,674,0,8107981156
7,1242479527,853,4,8115681079
3,1243184839,534,3,8107981156
8,1243184839,502,1,8107981156
3,1242478163,909,4,8115681079
3,1242479527,895,5,8115681079
3,1243184839,585,2,8107981156
3,1242479279,1190,0,8115681079
3,1242479279,931,1,8115681079
7,1242478163,894,1,8115681079
7,1242479527,869,4,8115681079
3,1243184839,568,2,8107981156
3,1243184839,523,1,8107981156
3,1242479279,852,4,8115681079
3,1242479279,880,3,8115681079
3,1242479527,862,2,8115681079
8,1243184839,558,5,8107981156
7,1242479527,890,3,8115681079
3,1243184839,529,1,8107981156
3,1242478163,856,1,8115681079
3,1243184963,537,4,8107981156
7,1242478163,881,2,8115681079
3,1242479527,1241,0,8115681079
3,1242478163,949,2,8115681079
7,1242478163,929,2,8115681079
3,1243184839,543,5,8107981156
3,1242479527,874,2,8115681079
3,1242478163,938,1,8115681079
3,1243163635,565,1,8107981156
3,1242478163,948,1,8115681079
7,1242477915,946,4,8115681079
3,1242478163,926,3,8115681079
3,1243184839,495,3,8107981156
3,1243184839,587,1,8107981156
7,1242478163,953,5,8115681079
3,1242479527,944,5,8115681079
3,1242478163,840,2,8115681079
7,1242477915,944,1,8115681079
8,1243184839,558,2,8107981156
3,1243184839,550,3,8107981156
8,1243184839,502,4,8107981156
3,1242478163,957,2,8115681079
3,1243184839,573,1,8107981156
3,1242479527,908,5,8115681079
3,1242479527,933,3,8115681079
3,1242479527,935,4,8115681079
3,1243184963,576,3,8107981156
3,1243184839,561,4,8107981156
3,1243184839,554,1,8107981156
8,1243184839,555,2,8107981156
3,1242478163,893,5,8115681079
3,1243184839,583,2,8107981156
3,1242479527,873,4,8115681079
3,1242479527,1241,0,8115681079
3,1243184839,583,1,8107981156
3,1243184839,524,2,8107981156
3,1243184839,616,6,8107980000
7,1242479527,867,2,8115681079
3,1243184839,705,0,8107981156
3,1243184839,538,4,8107981156
8,1243184839,581,3,8107981156
3,1243184839,540,2,8107981156
8,1243184839,557,3,8107981156
7,1242479527,853,5,8115681079
3,1243184839,507,2,8107981156
8,1243184839,501,1,8107981156
3,1242479527,912,2,8115681079
8,1243184839,564,3,8107981156
3,1242477915,877,1,8115681079
7,1242479527,888,2,8115681079
7,1242478163,858,3,8115681079
8,1243184839,535,1,8107981156
3,1243184839,551,2,8107981156
3,1243184839,516,1,8107981156
3,1242478163,915,4,8115681079
3,1243184839,581,1,8107981156
3,1243187567,559,1,8107981156
3,1242479527,894,3,8115681079
8,1243184839,533,2,8107981156
3,1242213299,1199,6,8000081079
3,1243184839,565,2,8107981156
7,1242478163,923,5,8115681079
8,1243184839,562,2,8107981156
3,1242478163,949,1,8115681079
3,1243184839,575,5,8107981156
8,1243184839,498,3,8107981156
7,1242479527,925,1,8115681079
3,1242478163,932,3,8115681079
3,1243184839,658,0,8107980300
3,1242478163,900,4,8115681079
3,1243184839,502,5,8107981156
3,1242479527,898,3,8115681079
3,1242478163,920,1,8115681079
3,1243184839,577,4,8107981156
3,1243184839,515,3,8107981156
3,1242478163,905,4,8115681079
3,1242479279,945,5,8115681079
3,1243184839,536,2,8107981156
3,1242478163,897,1,8115681079
3,1242478163,947,1,8115681079
3,1242213175,1170,6,8000081079
3,1243184839,545,1,8107981156
3,1243184839,670,0,8107980300
3,1243184839,528,5,8107981156
8,1243184839,545,2,8107981156
3,1242479527,948,4,8115681079
7,1242479527,890,3,8115681079
8,1243184963,527,5,8107981156
3,1243184839,570,4,8107981156
7,1242479279,861,1,8115681079
3,1242478163,932,1,8115681079
3,1243184839,491,3,8107981156
3,1242478163,883,4,8115681079
3,1242478163,911,2,8115681079
8,1243184839,506,5,8107981156
3,1242213299,1209,6,8000081079
3,1242479527,885,3,8115681079
3,1243184839,581,2,8107981156
3,1243184839,514,5,8107981156
8,1243184839,506,2,8107981156
3,1243184839,501,4,8107981156
8,1243184839,587,5,8107981156
3,1242479527,911,1,8115681079
3,1242479279,905,4,8115681079
3,1242479527,894,2,8115681079
8,1243184839,587,1,8107981156
3,1243184839,543,2,8107981156
7,1242478163,869,5,8115681079
3,1243184839,564,4,8107981156
3,1243184839,525,2,8107981156
3,1243184839,501,1,8107981156
3,1242479527,918,4,8115681079
7,1242478163,913,1,8115681079
3,1242478163,924,3,8115681079
3,1243184839,532,2,8107981156
8,1243184839,582,4,8107981156
3,1243184839,575,2,8107981156
3,1242477915,873,1,8115681079
3,1242477915,922,2,8115681079
8,1243184839,501,4,8107981156
3,1242477915,896,1,8115681079
3,1243184839,494,3,8107981156
3,1242479527,940,1,8115681079
3,1243184839,548,2,8107981156
8,1243184839,535,3,8107981156
7,1242479527,946,3,8115681079
7,1242478163,850,3,8115681079
7,1242478163,859,1,8115681079
3,1242479527,1200,0,8115681079
3,1243184839,495,5,8107981156
3,1243187567,585,4,8107981156
3,1243184839,617,0,8107981156
3,1242477915,876,3,8115681079
3,1242478163,924,2,8115681079
3,1242478163,923,1,8115681079
3,1243184839,574,6,8107980000
3,1243187567,543,3,8107981156
8,1243184839,511,4,8107981156
3,1243184839,533,4,8107981156
7,1242478163,911,5,8115681079
3,1242478163,882,4,8115681079
7,1242478163,887,3,8115681079
3,1242479527,878,2,8115681079
8,1243184839,551,1,8107981156
3,1242479279,1214,0,8115681079
8,1243184839,514,1,8107981156
3,1242477915,894,2,8115681079
3,1242479279,892,3,8115681079
8,1243163635,528,3,8107981156
3,1242213299,1219,6,8000081079
3,1243184839,501,2,8107981156
7,1242479527,870,4,8115681079
8,1243163635,521,2,8107981156
3,1243163635,585,1,8107981156
3,1242479527,932,1,8115681079
8,1243184839,518,2,8107981156
3,1242479527,912,1,8115681079
8,1243184839,511,4,8107981156
8,1243184839,523,4,8107981156
3,1243184839,535,4,8107981156
7,1242478163,910,1,8115681079
3,1242477915,932,4,8115681079
3,1243184963,586,1,8107981156
8,1243184839,558,5,8107981156
3,1242479527,915,1,8115681079
3,1243184839,568,4,8107981156
3,1243184963,526,1,8107981156
3,1243184839,572,2,8107981156
3,1242479527,892,2,8115681079
3,1243184963,649,0,8107981156
3,1243163635,507,3,8107981156
7,1242479527,866,1,8115681079
7,1242478163,925,4,8115681079
3,1243184839,716,6,8107981216
3,1242479527,935,2,8115681079
8,1243184839,521,2,8107981156
3,1242479527,894,4,8115681079
3,1242478163,875,5,8115681079
8,1243184839,582,2,8107981156
3,1243184839,577,2,8107981156
3,1243184839,521,5,8107981156
3,1243184839,559,3,8107981156
3,1243184839,561,2,8107981156
7,1242479527,867,5,8115681079
7,1242478163,910,3,8115681079
3,1243184839,577,4,8107981156
3,1242479527,870,3,8115681079
3,1243187567,494,1,8107981156
7,1242479279,927,1,8115681079
3,1243184839,491,1,8107981156
8,1243184839,528,3,8107981156
8,1243184839,584,1,8107981156
7,1242477915,881,5,8115681079
7,1242478163,897,4,8115681079
3,1243184839,491,1,8107981156
7,1242479527,943,1,8115681079
3,1242479279,951,2,8115681079
8,1243184963,546,4,8107981156
3,1242478163,852,1,8115681079
3,1243184839,513,3,8107981156
3,1243184839,544,3,8107981156
8,1243184839,505,2,8107981156
3,1242478163,917,5,8115681079
8,1243184839,494,4,8107981156
3,1242479527,679,6,8115680002
3,1242479527,942,2,8115681079
3,1242477915,948,1,8115681079
3,1243184839,509,4,8107981156
3,1242213299,1208,6,8000081079
3,1242479527,907,2,8115681079
3,1242478163,1239,0,8115681079
3,1242479527,902,2,8115681079
3,1243184839,539,3,8107981156
3,1243184839,538,4,8107981156
3,1243184839,581,5,8107981156
3,1242478163,1189,0,8115681079
3,1243184839,558,4,8107981156
3,1243184963,549,5,8107981156
8,1243184839,573,2,8107981156
3,1243184839,638,6,8107980000
3,1242479527,880,5,8115681079
3,1243184839,555,3,8107981156
3,1243184963,529,5,8107981156
3,1243184839,500,5,8107981156
3,1242478163,912,1,8115681079
3,1243163635,517,1,8107981156
3,1243184839,565,5,8107981156
3,1243184839,505,2,8107981156
3,1243184963,613,0,8107981156
3,1243184839,554,2,8107981156
3,1242478163,893,5,8115681079
3,1242479527,888,2,8115681079
8,1243184839,578,5,8107981156
3,1242478163,911,2,8115681079
3,1242479527,856,5,8115681079
3,1242478163,904,4,8115681079
3,1242479527,878,1,8115681079
8,1243184963,540,2,8107981156
3,1243184839,551,3,8107981156
3,1242478163,1190,0,8115681079
3,1242479279,863,1,8115681079
3,1242213299,1247,6,8000081079
7,1242479527,902,3,8115681079
3,1242479279,947,1,8115681079
3,1243184839,618,0,8107981156
3,1243184963,584,3,8107981156
7,1242477915,878,3,8115681079
3,1243184839,587,2,8107981156
3,1243184839,541,5,8107981156
3,1243184839,515,4,8107981156
7,1242479527,894,3,8115681079
8,1243184839,560,3,8107981156
3,1242477915,946,5,8115681079
3,1242479527,887,5,8115681079
3,1242479527,864,1,8115681079
3,1243184839,642,6,8107980000
7,1242479527,869,4,8115681079
3,1243184839,687,0,8107981156
